summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220943971,2017-02-06 00:00:00,"At approximately 11:30 p.m. on February 19, 2017, an employee was retrieving a part off a conveyor system when she caught her middle finger tip in the pinch point between the conveyor and metal chute. The employee was hospitalized and treated for a middle finger amputation. ",EMPLOYEE IS ATTACKED AND KILLED BY TIGER,"PINNED,RUN OVER,EARTHMOVING EQUIP,CHEST,CAUGHT BETWEEN",0, ,0,2,A,"Under $50,000",D,Demolition,Nonfatal,22,Illness,29,Liver,11,Rubbed/abraded,10.492690450264423,Overpressure/Underpressure,17,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,1803,0,0
220893879,2016-09-27 00:00:00,"At 1:15 p.m. on February 6, 2017, an employee was operating a Kitamura CNC machine with its doors/windows open due to no coolant was present. During work, the baseball cap that the employee was wearing came loose. The employee reached up to secure the hat, dropping several repair parts that he had been holding. The fallen parts fell into the machine, which was still in operation. Without stopping and securing the machine, the employee reached into the equipment to retrieve the parts; however, he was pulled into the moving parts of the machine. The employee sustained crushing injuries to his ribs and shoulder, which he was hospitalized and received treatment. spitalized and received treatment.",EMPLOYEE SERVICING TEMPERATURE RELAYS IS ELECTROCUTED,"CAUGHT IN,LOCKOUT/TAGOUT,AMPUTATION,MACHINE GUARDING,FINGER,BLADE",L,"Shoreline development, dam, reservoir",5,9,C,"$250,000 to $500,000",D,Demolition,Fatal,7,"Amputation, Crushing",11,Heart,4,Shock,5.169041150411521,Overhead Moving/Falling Object Action,6,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,1900,20,0
220874903,2016-12-04 00:00:00,"At 12:15 a.m. on February 17, 2017, an employee was working from a ladder to install a light fixture when he received an electric shock and fell. He sustained multiple injuries that included a burned hand, and lower back and right heel fractures, which he was hospitalized for treatment. ",EMPLOYEE AMPUTATES FINGERTIP WHILE CLEARING JAM FROM TAPE MA,"CAUGHT IN,MACHINE GUARDING,MAINTENANCE,LOCKOUT/TAGOUT,UNGUARDED,AMPUTATED,FINGER",G,Sewer/water treatment plant,12,16,B,"$50,000 to $250,000",E,Other,Fatal,0,Electrocution,14,Forearm,3,Rubbed/abraded,17.76048542917184,Radiation Condition,17,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,D150,24,0
220874671,2016-06-29 00:00:00,"At 8:45 a.m. on July 23, 2015, Employee #1 was trying to troubleshooting a system error in an automated picking system in a storage freezer. The employee used a catwalk to gain access to the upper level of the freezer storage area. Approximately 10 minutes later, he called the supervisor for help via his cell phone.  The Supervisor found Employee #1 on the floor, approximately 24 feet below the catwalk. There were keyed interlock gates on the catwalk, preventing access to the picking system or any open edge in the area. The gates were closed with the system still active when the employee was found. The cause of the fall is unknown. Employee #1 was killed and his injuries included a broken hip and internal bleeding. ",EMPLOYEE FALLS FROM SCAFFOLD AND IS KILLED.,"OXYGEN,REACTOR,RESPIRATORY,CONFINED SPACE,LUNG,NAUSEA,CONSTRUCTION,VOMIT,OXYGEN DEFICIENCY",F,Power plant,4,15,G,"$10,000,000 to $20,000,000",E,Other,Nonfatal,16,Fall from Elevation,6,Right Eye,9,Ingestion,8.839809350537738,Catch Point/Puncture Action,17,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,5,20,0
220933790,2016-03-13 00:00:00,"At 8:30 p.m. on August 19, 2015, an employee was on the ground holding a rope tied to a tree section being cut. The employee was pulled into a tree then struck in the head by falling tree section and sustained trauma to the head and chest. The employee was killed. ",EMPLOYEE IS KILLED WHEN A TRENCH COLLAPSES,"CONCRETE,CONCRETE SLAB,HEART ATTACK",J,Bridge,40,76,F,"$5,000,000 to $10,000,000",D,Demolition,Fatal,21,"Fracture, Broken Bones",20,Fingers,12,Caught in or between,1.2702670240667215,Pinch Point Action,9,Safety Devices Removed/Inoperable,1,Regularly Assigned,560,5,0
220948640,2016-06-20 00:00:00,"At 10:00 a.m. on January 10, 2017, Employee #1, employed by a utility construction company, was attempting to locate an underground conduit.  He was using a fiberglass duct rod with an attached copper wire.  The rod came into contact with a ground bar inside an energized switch gear.  Employee #1 received an electrical shock.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for the electrical shock and burns to his shoulder and both feet. ",WORKER SLEEPING BETWEEN PALLETS AND WALL IS KILLED.,"SKYLIGHT,FLOOR OPENING,FALL",C,Commercial building,5,5,0, ,C,Maintenance or repair,Fatal,2,"Bruising, Contusion",5,Hand,1,Struck-by,0.6268441827471694,Other,9,Safety Devices Removed/Inoperable,2,Not Regularly Assigned,8880,30,0
220915433,2017-05-21 00:00:00,"At approximately 10:45 a.m. on July 17, 2015, Employee #1 was walking on a beam. An air-driven oil pumping unit controlled the movement of beam through the pumping unit that regulated airflow into the system. He walked on the beam from a fixed ladder to the tie off point (loop line) on a rig located at the opposite end of the beam. While walking on the beam, the air-driven oil pumping unit engaged and the system's cylinder lifted, causing the beam to move upward quickly. Employee #1 was bucked off the beam and fell approximately 17 ft, striking his head and body against the ground and he was killed. Employee #1 had on a safety harness, but his lanyard was not connected to an anchor point. ",EMPLOYEE IS KILLED WHEN CRUSHED BY IRON GATE,"PLUMBING,ELEVATED WORK PLATFORM,AERIAL LIFT,FALL",I,"Highway, road, street",0,1,C,"$250,000 to $500,000",D,Demolition,Fatal,6,"Amputation, Crushing",19,Ribs,14,Struck-by,12.202174441694492,Gas/Vapor/Mist/Fume/Smoke/Dust,9,Safety Devices Removed/Inoperable,2,Not Regularly Assigned,C730,16,0
220874960,2015-11-14 00:00:00,"At approximately 10:45 a.m. on April 21, 2016, Employee #1, a truck driver, was standing outside the cab of a tractor and chassis and talking with Employee #2, also a truck driver, who was also on the ground and another coworker, who was sitting up in the tractor's cab. As the workers were talking, there was a truck traveling eastbound in Lane Number 8. Both employees were in Lane Number 9. The unloaded chassis of this trucks tractor struck both employees with one of its wheels running them over. Employee #1 died from multiple traumatic injuries sustained in the collision. Employee #2 was transported to a medical center, where he was hospitalized for his injuries. ",EMPLOYEE'S ARM IS LACERATED BY ABRASIVE BLASTING MATERIAL,"TRAILER,JACK,CHOCK,FALLING OBJECT,CRUSHED",Q,Contractor's yard/facility,139,15,0, ,C,Maintenance or repair,Fatal,15,Fire Burn,4,Head,8,Inhalation,12.130000276459105,Temperature +/- Tolerance Lev.,17,Insufficient /Lack/Engineering Controls,2,Not Regularly Assigned,1460,1,0
220954523,2016-04-21 00:00:00,"At 2:15 p.m. on October 18, 2016, an employee was walking and was crushed by a tractor harvest machine. ",EMPLOYEE STRUCK BY FALLING BRANCH INCURS MULTIPLE FRACTURES,"CAUGHT IN,CRUSHED,LOCKOUT/TAGOUT,LACERATION,FINGER,CLEANING,ROTATING PARTS",F,Power plant,46,14,E,"$1,000,000 to $5,000,000",D,Demolition,Fatal,3,"Bruising, Contusion",12,Heart,8,Struck against,12.135459806604537,Chemical Action/Reaction Expos,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,1430,27,0
220863922,2017-04-04 00:00:00,"At approximately 2:15 p.m. on March 10, 2017, an employee was retrieving a piece of metal roofing. The employee climbed onto an unsecured piece of metal roofing and fell through to the ground below. The employee was hospitalized and treated for fractured leg and back. ",A TRUCK DRIVER IS CRUSHED BETWEEN TWO TRAILER BODIES,"STRUCK BY,HEAD,RIGGING,CHEST,ABDOMEN,TREE FELLING,CHAIN SAW,ROPE",J,Bridge,10,3,A,"Under $50,000",D,Demolition,Fatal,20,Electrocution,25,Elbow,0,Absorption,10.594081802668972,Overhead Moving/Falling Object Action,6,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,640,6,0
220899041,2017-03-29 00:00:00,"At 12:00 p.m. on March 3, 2017, an employee was using a brake press to crimp a bar of metal to be applied to the end of a print blanket (cloth-like material used in printing operations). During operation of the press, one of his fingers was crushed, resulting in its amputation. ",EMPLOYEE FALLS WHILE INSTALLING STAIR STEPS AND IS INJURED,"STRUCK AGAINST,FALL,HEAD,LADDER",H,Other building,3,3,0, ,A,New project or new addition,Fatal,1,Serious Fall/Strike,5,Ribs,1,Fall (from elevation),12.416208485503597,Temperature +/- Tolerance Lev.,6,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,1900,0,0
220866289,2016-09-05 00:00:00,"At 10:30 a.m. on April 25, 2017, an employee was standing by the digger truck about to assist with pole replacement.   The employee came into contact with a power source and was electrocuted. ",EMPLOYEE FALLS DOWN A SEWER PIPE AND IS KILLED,"DROWNING,MOTOR VEHICLE,HEART,HEART ATTACK",0, ,46,15,0, ,A,New project or new addition,Fatal,13,Puncture,29,Hip,13,Shock,15.496758589570465,Overpressure/Underpressure,9,"Misjudgment, Hazardous Situation",1,Regularly Assigned,1900,19,0
220886485,2015-10-22 00:00:00,"On March 22, 2017, Employee #1, working alone, was retracting a section of lay-flat hose onto a hydraulic powered roller that was located on the rear of a boiler truck. He was on an elevated work platform, approximately 6 foot high, during a trench-less sewer repair process.  The boiler truck had a foot controller with a pressure switch originally on the truck when it came from the manufacturer.  The employer did an in house modification of the hydraulic control for the roller and added a hand lever switch.  This switch had been overridden by a bungee cord which caused the roller to continue spinning.  In addition, the hydraulic roller was not designed for nor intended for the use for which the employer was using it.  There was no means to cut the power to the hydraulic roller on the elevated work platform at the point of operation during operating cycles.  While Employee #1 was retracting and winding the hose onto the powered spinning roller he became entangled in the retracting hose and was pulled into the hydraulic roller entrapping him.  Employee #1 was killed. ",AN EMPLOYEE IS CAUGHT IN A CONVEYOR BELT,"TREE TRIMMING,AERIAL LIFT,FALL,ELEVATED WORK PLATFORM",H,Other building,6,3,0, ,B,Alteration or rehabilitation,Fatal,0,Heat Exhaustion,10,Whole Body,2,Fall (same level),5.183875661508937,Catch Point/Puncture Action,5,Distracting Actions By Others,2,Not Regularly Assigned,5010,12,0
220781876,2016-08-14 00:00:00,"At 11:00 a.m. on June 24, 2016, an employee was working inside of a building that was scheduled to be demolished. A demolition contractor was demolishing a multiple story coal energy plant.  After performing necessary cuts on the structural steel on multiple floors, the plan was for the company to pull the bottom columns out and a large section of the building would collapse.  The company made cuts to the columns at the bottom, top, and a notch about 6 feet off of the floor.  The company then attached wire ropes to each of the columns and used an excavator to pull the wire ropes one at a time to the exterior of the building until that section of the building collapsed.  On June 24, 2016, the company successfully pulled one column down, but when pulling on the second column the wire rope broke.  After connecting a new wire rope and pulling again, the second wire rope broke.  At around 11:00 a.m., multiple employees went into the building to make additional cuts to the columns. After one of the columns was recut, the superintendent used a sledge hammer to hit the column multiple times.  After striking the column a few times, it broke at the notch and fell down.  The upper part of the column struck the superintendent in the abdomen.  He was transported to the hospital and died that day from multiple abdominal injuries. ",TWO EMPLOYEES FALL WHEN AN ARTICULATING BOOM FAILED AND ARE ,"CAUGHT IN,ROLLER--MACH/PART,ARM,HAND,CONTUSION",G,Sewer/water treatment plant,16,14,G,"$10,000,000 to $20,000,000",C,Maintenance or repair,Fatal,17,Eye injury,31,Heart,8,Card-vascular/resp. fail.,6.691211026181958,Catch Point/Puncture Action,5,Malfunction In Securing/Warning Op,1,Regularly Assigned,1340,14,0
220797716,2017-02-25 00:00:00,"At 10:55 a.m. on October 6, 2015, Employee # 1, from a construction company, was working as a laborer on a residential construction site. Employee #1 was part of a crew assigned to install drainage pipes inside a trench.  A co-worker was operating a bucket excavator above the trench and moving the excavated soil to the left side of his equipment in preparation for the final slope grade of the worksite. After dumping a bucket of soil materials, the co-worker swung the excavator boom to the right to pick  up another bucket of soil.  During this process he did not have a clear view of the employee on foot. Employee # 1 walked near the reach of the excavator and was struck in the head by the moving excavator bucket. He fell to the ground. Emergency personnel were immediately contacted and the employee was pronounced dead at the scene. ",EMPLOYEE STRUCK AND KILLED BY FALLEN LOG,"ROLLER--MACH/PART,FRACTURE,MACHINE GUARDING,LOCKOUT/TAGOUT,CONVEYOR BELT,ARM,CAUGHT BY",D,Manufacturing plant,13,76,E,"$1,000,000 to $5,000,000",D,Demolition,Nonfatal,16,Freezer burn,30,0,6,Bite/sting/scratch,8.417030849038953,Catch Point/Puncture Action,16,Insufficient /Lack/Expose/Biological Monitoring.,1,Regularly Assigned,337,3,0
220949861,2016-08-04 00:00:00,"At 10:00 a.m. on August 21, 2015, an employee was felling a tree when a tree branch from a nearby tree went around the tree being felled, broke off a branch from the second tree which fell and struck  the employee. The employee's upper body was struck by the falling tree branch. The employee was killed. ",EMPLOYEE LEG AND FOOT IS CRUSHED WHEN STRUCK BY FORKLIFT,"ACCESS/EGRESS,GUARDRAIL,FALL,FALL PROTECTION",B,Multi-family dwelling,10,8,0, ,B,Alteration or rehabilitation,Nonfatal,0,Fall from Elevation,22,Face,9,Ingestion,12.060257153073989,Chemical Action/Reaction Expos,4,Distracting Actions By Others,2,Not Regularly Assigned,530,30,0
220941959,2017-03-03 00:00:00,"At approximately 1:30 a.m. on February 18, 2017, an employee was hosing down a conveyor belt with water. The employee lost his balance in a crouched position and fell forward toward the conveyor belt. The employees hand and arm were caught in conveyor belt. The employee suffered fracture radius, ulnar and humerous bones of his right arm and was hospitalized. ",EMPLOYEE AMPUTATES THUMB ON STEEL BEAM,"AIR CONDITIONER,ELECTROCUTED,ELECTRIC SHOCK,BURN",B,Multi-family dwelling,12,12,A,"Under $50,000",0, ,Nonfatal,20,Dislocation,29,Hip,14,Shock,13.38618468170348,Chemical Action/Reaction Expos,18,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,2170,30,0
220825632,2016-10-20 00:00:00,"At 9:30 a.m. on February 8, 2016, an employee was more than 20 feet up in a mango tree, pruning the branches with an aluminum pole saw.  The aluminum pole saw made contact with the transformer of a power line.  The employee was electrocuted. ",EMPLOYEE INJURES ARM WHILE CLEANING MANUFACTURING EQUIPMENT,"UNGUARDED,AMPUTATION,MILLING MACHINE,MILL--PLANT,MACHINE GUARDING,AMPUTATED,FINGER,BLADE",H,Other building,46,139,E,"$1,000,000 to $5,000,000",B,Alteration or rehabilitation,Fatal,1,Laceration,13,Head,8,Fall (same level),3.578281132013339,Overhead Moving/Falling Object Action,15,Insufficient/Lack/Housekeeping Program,2,Not Regularly Assigned,1480,1,0
220803654,2017-05-02 00:00:00,"At 9:30 a.m. on November 24, 2015, Employee #1, a superintendent employed by a construction company, was overseeing a track building project.  Intending to buy parts needed for the project, he was moving towards a truck when he collapsed and died.  The subsequent investigation determined that the superintendent died of a heart attack. ",EMPLOYEE OPERATING JACKHAMMER FALLS AND FRACTURES VERTEBRAE,"STRUCK BY,HEAD,SLING",E,Refinery,10,6,E,"$1,000,000 to $5,000,000",D,Demolition,Fatal,10,Head Trauma,20,Back,10,Absorption,17.352702569444055,Radiation Condition,17,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,C730,2,0
220847917,2016-09-09 00:00:00,"At approximately 3:30 p.m. on April 26, 2016, Employee #1 was removing waste from sewer tanks and pumping the waste into a sewer pump truck. He was standing behind the truck and along side a road. As he worked, a vehicle drove through traffic control signs and struck him. The vehicle pinned him between the car and the back of the pump truck. The vehicle burst into flames which caused both Employee #1 and the driver of the car to die at scene. car to die at scene.",EMPLOYEE'S FINGERTIPS ARE AMPUTATED AFTER BEING CRUSHED IN R,"TRENCH,CRUSHING,STRUCK BY,EXCAVATOR,DIGGER/DERRICK",0, ,13,19,B,"$50,000 to $250,000",0, ,Fatal,13,Eye injury,22,Feet,1,Other,0.6934604561571049,Other,14,Other,1,Regularly Assigned,1340,30,0
220858823,2015-08-15 00:00:00,"At approximately 5:30 p.m. on July 21, 2016, Employee #1 and a coworker were inside a tower setting bolts for the nacelle which supports the rotor and blades.  The overall height from the ground to the top of the tower supporting the nacelle is approximately 328 feet.  Employee #1 and a coworker were in the process of climbing back down the tower.  The coworker was climbing down the ladder inside the tower first and closed the platform hatches as he passed through them.  Employee #1 was climbing down after the coworker and at approximately the third level platform he fell down onto the second level platform, approximately 80 feet.  Employee #1 was wearing a fall protection harness with a Lad-Saf system manufactured by SALA connected to the vertical lifeline with the Lad-Saf device.  The Lad-Saf device was either improperly connected to the lifeline or the device failed. Employee #1 fell and was killed. ",EMPLOYEE TRIMMING TREE FALLS AND IS ASPHYXIATED BY LIFELINES,"FALL,LADDER",D,Manufacturing plant,139,40,E,"$1,000,000 to $5,000,000",B,Alteration or rehabilitation,Fatal,10,Dislocation,23,Abdomen,0,Rep. Motion/pressure,11.485160665423878,Overpressure/Underpressure,11,Position Inappropriate For Task,2,Not Regularly Assigned,1640,17,0
220946529,2015-11-12 00:00:00,"At 5:00 a.m. on February 9, 2017, an employee was using a stand-up forklift to load a truck with materials from a warehouse. As he drove between the aisles of the warehouse, the controls of the forklift began to malfunction. The employee was unable to control the vehicle properly, including slowing its speed or stopping. Unable to stop the forklift, the employee stuck his left foot out to stop the forklift. He sustained broken toes on his left foot, and he was hospitalized for his injuries. ",EMPLOYEE CLEANING POOL SHOCKED AND DROWNED,"CRANE,ELECTRICAL,RESIDENTIAL CONSTRUCTION",N,"Excavation, landfill",8,15,A,"Under $50,000",E,Other,Fatal,3,Head Trauma,20,Heart,1,Caught in or between,8.796568014516984,Temperature +/- Tolerance Lev.,15,Defective Equipment In Use,2,Not Regularly Assigned,D150,28,0
220863476,2017-04-03 00:00:00,"At 7:30 a.m. on October 19, 2016, an employee was operating a sit-down forklift. The employee was navigating the turn with the clamps raised when the forklift began to tip.  The employee exited the vehicle and had his head struck by the mast of the forklift as it fell onto its side. The employee was crushed and killed from a fractured skull injury. ",EMPLOYEE IS STRUCK BY FALLING SHELF AND IS INJURED,"STRUCK BY,FRACTURE,LEG,JACK",L,"Shoreline development, dam, reservoir",46,73,G,"$10,000,000 to $20,000,000",B,Alteration or rehabilitation,Fatal,11,Heat Exhaustion,30,Femur,13,Other,16.269055015378555,Sound Level,9,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,2150,3,0
220939276,2015-08-20 00:00:00,"At 10:45 a.m. on April 26, 2017, Employee #1, a 39 year old male, was operating a Caterpillar Skid Steer track loader. He exited the machine. Employee #2 who was operating the wheel loader picked up a bucket of mulch to be dumped into the tub grinder. During this process, the wheel loader backed up exposing Employee #1 to struck-by and crushing hazards by the rear bumper of the wheel loader. Employee #1 was struck by and caught between the exterior of the skid steer and the rear of a Caterpillar Front End Loader and was killed. ",EMPLOYEE'S FINGER IS AMPUTATED WHILE WORKING WITH A PUNCH PR,"UNCONSCIOUSNESS,DROWNING,CONFINED SPACE",C,Commercial building,9,15,0, ,D,Demolition,Nonfatal,0,Fall from Elevation,7,0,8,Inhalation,9.934968782379277,Temperature +/- Tolerance Lev.,17,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,1480,17,0
220870208,2016-09-11 00:00:00,"At 10:45 a.m. on December 29, 2015, an employee was walking on a structural I-beam at an asphalt company.  The employee was attempting to clear a jam from a recycle material chute when he fell approximately 17 feet to the ground, resulting in a fractured skull and broken leg.  He died later from his injuries. ","THE EMPLOYEE IS INJURED IN APPARENT FALL, LATER DIES","TREE TRIMMING,STRUCK BY,FALLING OBJECT,HEAD",G,Sewer/water treatment plant,73,139,C,"$250,000 to $500,000",C,Maintenance or repair,Nonfatal,15,Puncture,7,0,10,Inhalation,15.318107964805685,Overpressure/Underpressure,10,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,S777,8,0
220869853,2016-07-20 00:00:00,"At 4:00 p.m. on January 20, 2017, Employee #1 was trying to close a door. It appeared that the door closure was damaged. As he tried to close it anyway, the employee fell and broke his hip. ",EMPLOYEE IS KILLED WHEN CAUGHT BY ROTATING SHAFT,"SLIP,TRIPPED,ARM,BURN,FOOT,HEAT,TORSO",P,Other heavy construction,73,12,C,"$250,000 to $500,000",B,Alteration or rehabilitation,Fatal,1,Serious Fall/Strike,16,Internal Injuries,13,Shock,6.313931536699824,Overhead Moving/Falling Object Action,10,Position Inappropriate For Task,2,Not Regularly Assigned,560,19,0
220922942,2017-01-13 00:00:00,"At 1:00 p.m. on February 24, 2017, an employee was working for a drywall and insulation contractor. He was working in a three-story building. From 7:00 a.m. until 10:00 a.m., he helped build and erect new exterior walls on the third floor. Then he cleaned up debris on the second floor. At that point, he recognized that he had left his tool belt on the third floor. He  climbed a ladder to the third floor to retrieve his tool belt and hammer. As he walked close to a wall opening to retrieve his tools, he slipped on a piece of debris. He lost his balance and fell through an unguarded wall opening of 3.4 meters by 2.4 meters (11 feet by 8 feet). He fell 5.9 meters (19 feet, 6 inches) onto a retaining wall comprised of compacted soil. He was not wearing fall protection. According to an interview with the employee, he fractured a rib and sustained bruises to his back, side, and arm. He was hospitalized. ",EMPLOYEE IS ELECTROCUTED WHEN FLAT BED TRAILER CONTACTS OVER,"STRUCK BY,TREE FELLING,HEAD,FALLING OBJECT",N,"Excavation, landfill",21,14,F,"$5,000,000 to $10,000,000",C,Maintenance or repair,Nonfatal,7,"Bruising, Contusion",23,Wrist,11,Rep. Motion/pressure,8.453944879045876,Gas/Vapor/Mist/Fume/Smoke/Dust,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,C730,11,0
220857197,2016-10-01 00:00:00,"At approximately 1:30 p.m. on January 30, 2017, an employee was delivering materials to the site.  The employee fell from the first level to the basement. The employee struck the cement floor and was killed. ",EMPLOYEE GUIDING WOOD ON CONVEYOR INCURS PARTIAL THUMB AMPUT,"STRUCK BY,STAIR,CAUGHT BETWEEN,POWERED INDUSTRIAL VEHICLE,HOIST",O,"Power line, transmission line",12,13,E,"$1,000,000 to $5,000,000",A,New project or new addition,Fatal,7,Head Trauma,10,Heart,11,Bite/sting/scratch,8.900081627309198,"Weather, Earthquake, Etc.",0,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,5010,12,0
220797096,2016-03-22 00:00:00,"At 12:45 p.m. on February 7, 2017, an employee was leading a utility pole rescue class where students were practicing recusing a dummy prop. As the employee was tying the dummy prop to a pole utility pole, he fell approximately 20 feet.  The employee sustained 9 broke vertebrae, 3 compressed discs in his neck, and nerve damage, which he was hospitalized and received treatment. The incident investigation revealed that although he was belted, his secondary lanyard failed to secure the rope, allowing it to pay out, resulting in the employee falling. ","EMPLOYEE IS STRUCK BY A FALLING OIL PAN, AND BREAKS FOOT","CRUSHING,STRUCK BY,MATERIAL HANDLING,RESIDENTIAL CONSTRUCTION,FALLING OBJECT,CONSTRUCTION VEHICLE,CHOCK",E,Refinery,139,14,F,"$5,000,000 to $10,000,000",E,Other,Nonfatal,20,Heat Exhaustion,7,0,12,Other,14.106609027985893,Chemical Action/Reaction Expos,4,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,337,22,0
220796304,2016-03-30 00:00:00,"At 12:15 p.m. on April 13, 2017, an employee was assigned to assess flow issues of a high pH boiler water additive system. While he was inspecting the system, the caustic additive drained from a disconnected 0.25 inch tube and came into contact with the employees upper legs and abdomen.  The onsite medical staff transported the employee to a nearby medical facility, where he was taken then transferred to another hospital and received treatment. ",EMPLOYEE IS FOUND DEAD OF UNKNOWN CAUSE ON OIL TANKS,"STAIR,FALL",Q,Contractor's yard/facility,76,8,C,"$250,000 to $500,000",0, ,Fatal,21,Serious Fall/Strike,11,Heart,9,Bite/sting/scratch,8.702246655583538,"Weather, Earthquake, Etc.",8,Distracting Actions By Others,2,Regularly Assigned,8330,29,0
220935266,2016-02-23 00:00:00,"At 5:00 a.m. on February 9, 2017, an employee was using a stand-up forklift to load a truck with materials from a warehouse. As he drove between the aisles of the warehouse, the controls of the forklift began to malfunction. The employee was unable to control the vehicle properly, including slowing its speed or stopping. Unable to stop the forklift, the employee stuck his left foot out to stop the forklift. He sustained broken toes on his left foot, and he was hospitalized for his injuries. ",EMPLOYEE FALLS FROM LADDER AND FRACTURES LEG,"AIR CONDITIONER,ELECTROCUTED,ELECTRICAL",F,Power plant,8,40,A,"Under $50,000",C,Maintenance or repair,Nonfatal,22,Fall from Elevation,15,Elbow,3,Inhalation,16.351003357604515,Flammable Liquid/Solid Exposure,16,Insufficient /Lack/Expose/Biological Monitoring.,2,Not Regularly Assigned,240,20,0
220890156,2015-11-04 00:00:00,"At 12:00 a.m. on February 3, 2017, employees were exposed to asbestos from ceiling insulation in a school that was being cleaned up after storm damage. ",EMPLOYEE WAS STRUCK BY CAR AND KILLED,"CAUGHT IN,SAW,UNGUARDED,KICK BACK,MACHINE GUARDING,AMPUTATION,LACERATION,FRACTURE,FINGER,STRUCK BY",G,Sewer/water treatment plant,7,19,0, ,E,Other,Fatal,22,Eye injury,23,Arm,1,Other,8.351328344007033,"Weather, Earthquake, Etc.",17,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,2170,4,0
220935910,2015-10-22 00:00:00,"At approximately 11:30 p.m. on January 4, 2017, an employee was on a tract of timber owned by his employer.  When the employee did not return home, the employer tried to contact him by cell phone.  The employee's son, the company owner, the local Sheriff's Department, emergency medical services, Fire Department, TWRA, THP and friends went to search for the employee.  The employee was found in a very remote area near the back portion of the property down a ravine with a steep slope approximately 75 ft to 100 ft.  The employee was lying at the bottom of the ravine with a four wheeler on top of him.  His head appeared to have hit a rock that was lying underneath him.  The employee was pronounced dead on arrival by the medical examiner on scene. ",EMPLOYEE'S FINGERTIP IS AMPUTATED IN SHEAR MACHINE,"STRUCK BY,FALLING OBJECT,LOG,HEAD,RIGGING",P,Other heavy construction,73,73,F,"$5,000,000 to $10,000,000",D,Demolition,Nonfatal,17,Fall from Elevation,25,0,12,Card-vascular/resp. fail.,13.019995912574071,Illumination,7,Insufficient/Lack/Housekeeping Program,1,Regularly Assigned,240,8,0
220938922,2017-05-21 00:00:00,"At 7:15 p.m. on February 7, 2017, an employee was feeding plastic material into a thermo forming machine at a plastic container manufacturing plant. After the material would not align properly, he reached underneath the material and into a 9 inch wide gap located in the frame work of the machine's feed table with his left hand to hold the material in place while the machine cycled.  The glove on his left hand was caught by an unguarded chain sprocket, puling that hand into the machine and crushing it between the chain and chain track wall. His left pinkie was amputated, and the tendons were severed on all four of his fingers on his left hand. Emergency services were contacted and, upon arrival, the employee was taken to a nearby hospital. He was hospitalized and treated for his injuries. ",EMPLOYEE IS EJECTED FROM VEHICLE AND KILLED,"POWER LINE WORKER,CHAIN SAW,FALL,HEAD,FALL PROTECTION,CHEST,TREE TRIMMING",F,Power plant,5,1,G,"$10,000,000 to $20,000,000",B,Alteration or rehabilitation,Nonfatal,10,Chemical Burn,14,Shoulder,14,Other,10.126800457791717,Overpressure/Underpressure,17,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,560,6,0
220871321,2016-02-24 00:00:00,"At 3:10 a.m. on May 19, 2016, an employee was sandblasting parts in a sand-blast booth on the sand-blasting flat bed by himself.  The owner went to see how the work was progressing.  The employee was found lying on the floor unresponsive.  The owner called 911 and started CPR, but the employee died. the employee died.",EMPLOYEE IS CRUSHED BETWEEN TWO TRAILERS AND IS KILLED,"CAUGHT IN,MATERIAL HANDLING,CRUSHING,ASPHYXIATED,SCRAP METAL,MACHINE GUARDING,LOCKOUT/TAGOUT",F,Power plant,13,40,A,"Under $50,000",D,Demolition,Fatal,5,Head Trauma,31,Internal Injuries,6,Card-vascular/resp. fail.,3.705683372062788,Materials Handling Equip./Method,17,Position Inappropriate For Task,2,Not Regularly Assigned,0,21,0
